gisjoin,year,state,county,population,area,hispanic,nativity_foreign_born,nativity_native,households,income_10k_to_15k,income_15k_to_25k,income_25k_plus,income_less_than_10k,labor_16_plus_in_force,labor_16_plus_employed,labor_16_plus_unemployed,labor_16_plus_armed_forces,labor_16_plus_not_in_force,median_household_income,per_capita_income,poverty,white_total,black_total,asian_total,aian_total,nhpi_total,other_total,multi_total,male_age_low_edu_low,female_age_low_edu_low,male_age_low_edu_mid,female_age_low_edu_mid,male_age_low_edu_high,female_age_low_edu_high,male_age_low_edu_very_high,female_age_low_edu_very_high,male_age_mid_edu_low,female_age_mid_edu_low,male_age_mid_edu_mid,female_age_mid_edu_mid,male_age_mid_edu_high,female_age_mid_edu_high,male_age_mid_edu_very_high,female_age_mid_edu_very_high,male_age_high_edu_low,female_age_high_edu_low,male_age_high_edu_mid,female_age_high_edu_mid,male_age_high_edu_high,female_age_high_edu_high,male_age_high_edu_very_high,female_age_high_edu_very_high,marital_divorced,marital_single,marital_married,marital_separated,marital_widowed,democrat_voter,republican_voter,other_voter,non_voter
G4200930,2020,PENNSYLVANIA,Montour County,18165,132.329,517,919,17246,7633,196,713,6333,391,8981,8711,214,56,5956,72626,43700,1510,16602,427,660,27,0,88,361,33,33,126,146,354,284,346,397,142,128,373,356,383,505,364,304,93,142,178,234,148,235,178,349,1506,4013,8359,163,1117,3771,5844,156,8394
G4200950,2020,PENNSYLVANIA,Northampton County,314299,377.144,46200,25920,288379,120384,3556,7098,106017,3713,163653,155896,7599,158,97216,82201,42643,27768,248000,18068,9536,411,119,15928,22237,437,600,3514,2925,5792,5414,1879,2746,2613,2000,6978,7073,8143,8220,4740,4990,1592,2945,4233,4264,4386,4407,4034,3557,25258,88448,129291,4685,17097,85087,83854,2001,143357
G4200970,2020,PENNSYLVANIA,Northumberland County,91340,477.227,3879,1122,90218,37775,1721,4364,29990,1700,43524,41461,2063,0,32116,55952,31240,10872,84070,2399,335,49,14,1410,3063,416,394,979,915,769,1282,192,362,943,853,1972,1896,1313,1617,508,794,653,883,1167,1160,650,844,713,470,8010,23117,37952,1439,6149,12677,28952,654,49057
G4200990,2020,PENNSYLVANIA,Perry County,45941,555.536,1085,554,45387,18066,625,1171,15724,546,23175,22346,784,45,14205,76103,37018,3712,43702,392,153,37,9,239,1409,231,118,450,439,304,458,79,119,597,278,967,972,811,911,346,467,359,580,533,705,580,294,340,207,4012,9447,21390,503,2580,5950,18293,409,21289
G4201010,2020,PENNSYLVANIA,Philadelphia County,1593208,142.698,249723,232805,1360403,659129,43423,62079,493650,59977,807065,736737,69721,607,477457,57537,35553,351811,590860,638907,121051,5216,806,135715,100653,6650,6129,24316,25367,45211,46415,23867,33177,17808,17247,27762,36293,21757,25302,17307,22515,9670,16685,14236,19078,11952,13377,11847,14983,118466,661089,412606,39053,72376,603790,132740,4847,851831
G4201030,2020,PENNSYLVANIA,Pike County,58996,566.816,7048,4418,54578,23780,711,1903,20325,841,28876,26380,2451,45,21558,76416,41139,5854,48549,3568,822,40,0,2203,3814,132,82,840,750,443,588,110,191,568,329,1728,2193,1610,1422,1029,1264,412,531,999,1562,1144,815,1037,745,4949,14542,27591,737,3295,13019,19213,322,26442
G4201050,2020,PENNSYLVANIA,Potter County,16390,1081.46,255,215,16175,6595,358,604,5396,237,7174,6827,347,0,6301,56491,29629,1975,15784,77,87,21,5,44,372,79,14,156,135,86,133,17,67,108,147,345,339,207,294,97,168,157,235,329,409,193,127,127,116,1432,3412,7450,151,1254,1726,7239,99,7326
G4201070,2020,PENNSYLVANIA,Schuylkill County,143201,782.753,8813,3158,140043,56987,2617,5559,46343,2468,68315,64570,3618,127,50116,63574,32316,16822,130117,4157,644,113,19,2344,5807,795,162,1466,1478,1299,1838,303,467,1688,1408,3090,2831,2163,2449,941,1599,1171,1464,1968,2101,1515,1000,991,759,13479,40499,54262,1981,9993,20727,48871,1005,72598
G4201090,2020,PENNSYLVANIA,Snyder County,39797,331.547,931,446,39351,14430,534,1247,12300,349,19895,19430,434,31,12755,65914,31776,3101,37992,338,219,7,87,207,947,226,140,215,233,398,430,41,290,436,175,419,698,539,666,316,442,352,611,468,422,424,431,340,269,2955,10655,16739,530,2275,4910,13983,247,20657
G4201110,2020,PENNSYLVANIA,Somerset County,73802,1081.651,1140,769,73033,28956,1333,2804,23755,1064,34555,32749,1792,14,27434,57357,31627,7513,69865,1462,332,95,1,306,1741,397,85,758,713,417,637,133,336,854,530,1363,1466,1103,1199,503,681,514,819,1120,1184,962,546,569,539,6711,17414,33179,736,4917,8654,31466,423,33259
G4201130,2020,PENNSYLVANIA,Sullivan County,5880,452.492,138,101,5779,2462,114,263,1985,100,2697,2548,149,0,2617,62910,35618,689,5544,158,0,5,6,58,109,55,5,22,44,48,46,3,23,116,42,88,99,123,131,29,79,81,58,111,114,108,99,73,67,732,1361,2834,52,361,921,2619,55,2285
G4201150,2020,PENNSYLVANIA,Susquehanna County,38540,832.137,739,682,37858,15641,563,1509,13011,558,17864,16812,1036,16,14345,63968,37532,4254,37134,133,166,10,0,124,973,136,82,208,385,294,377,34,115,455,249,997,901,576,728,317,342,365,321,601,729,518,636,559,375,3763,9072,16597,631,2631,6236,15207,309,16788
G4201170,2020,PENNSYLVANIA,Tioga County,41186,1136.996,558,602,40584,16583,706,1767,13374,736,19412,18529,876,7,14750,59707,31131,4926,39649,368,175,29,2,149,814,150,104,345,351,486,593,77,183,460,334,991,1125,673,638,205,563,386,322,758,675,364,419,451,439,3717,9087,18451,841,2454,4955,15742,378,20111
G4201190,2020,PENNSYLVANIA,Union County,42908,317.736,2406,1323,41585,14172,533,1262,11904,473,17480,16876,604,0,18864,64914,33566,3731,38101,2818,608,99,1,525,756,446,110,299,115,475,560,281,239,634,373,857,479,486,570,570,760,290,428,373,638,482,581,649,315,3565,13675,16619,566,2282,7475,12356,284,22793
G4201210,2020,PENNSYLVANIA,Venango County,50475,682.814,563,393,50082,21323,1138,2073,17226,886,23307,21733,1554,20,18868,59278,31667,6619,47943,612,190,21,2,279,1428,181,136,446,357,307,654,107,200,578,418,982,1199,945,890,342,510,394,404,790,859,672,525,482,400,5509,10527,22404,906,3344,7585,18569,374,23947
G4201230,2020,PENNSYLVANIA,Warren County,38492,898.706,527,537,37955,16209,643,1310,13555,701,18153,17363,786,4,13781,57925,32319,4389,36672,298,169,41,37,143,1132,57,90,408,393,260,387,102,198,300,153,761,1074,690,716,175,368,199,305,666,762,450,410,362,268,4023,8176,17014,657,2481,6066,14237,347,17842
G4201250,2020,PENNSYLVANIA,Washington County,209631,860.846,3917,4328,205303,87200,2969,6470,74066,3695,107702,102148,5400,154,65851,74403,42859,19392,191587,6750,2432,76,66,1308,7412,518,196,1989,1978,3018,3146,1028,1756,1337,1075,4244,4693,5837,5992,2524,3275,1228,1271,2976,3445,3192,2999,2430,2066,18833,51686,90341,2405,12772,45088,72080,1310,91153
G4201270,2020,PENNSYLVANIA,Wayne County,51227,750.78,2518,1942,49285,19747,590,2052,16347,758,22553,21217,1333,3,21194,59240,32207,5272,46747,1604,379,104,26,405,1962,306,37,584,440,357,405,142,211,542,357,1466,1254,867,1064,498,648,556,484,1132,823,675,779,785,567,5395,12770,22480,625,3064,9191,18637,261,23138
G4201290,2020,PENNSYLVANIA,Westmoreland County,354414,1035.929,4827,5889,348525,153237,6130,12894,127572,6641,180615,171612,8962,41,117302,69454,40193,33778,329734,8809,3350,142,58,1584,10737,700,420,3319,3738,4978,5420,1823,2558,1558,1455,7813,8761,10128,10273,5426,5909,1538,1966,5770,7223,6346,4894,4663,3477,30814,83797,159228,4247,24125,72129,130218,2350,149717
G4201310,2020,PENNSYLVANIA,Wyoming County,26219,405.107,564,385,25834,10788,285,1036,9065,402,12622,12048,562,12,9220,67968,36533,2850,24939,239,98,12,0,153,778,87,64,258,235,307,247,34,121,202,145,549,639,394,577,165,301,238,274,394,468,354,298,251,243,2181,6672,11267,384,1642,4704,9936,218,11361
G4201330,2020,PENNSYLVANIA,York County,457051,910.733,38943,19863,437188,178543,4995,10696,156385,6467,242040,230648,11133,259,127416,79183,38926,38540,386877,27481,6713,715,177,11342,23746,1601,1251,5031,5383,5481,6364,1448,3731,4399,2701,9680,10180,9547,9433,5303,6321,2917,4508,5815,6820,5977,4446,3848,3526,38706,109819,195967,6655,24172,88114,146733,3624,218580
G4400010,2020,RHODE ISLAND,Bristol County,50658,44.734,1728,5038,45620,19173,580,1046,16795,752,27209,26005,1111,93,15568,105875,56739,3394,46374,515,1229,28,0,500,2012,97,218,440,468,937,1061,264,405,308,338,970,1125,1934,1826,1909,1898,217,236,548,841,942,1059,1212,1047,4081,15247,21351,380,2254,18050,9745,620,22243
G4400030,2020,RHODE ISLAND,Kent County,170168,188.137,10712,11341,158827,72199,2524,4881,62574,2220,94868,90214,4345,309,48008,85732,46564,12655,149362,3440,5181,472,65,3199,8449,337,312,2732,1980,2950,3747,850,1687,1277,949,4768,5680,4610,4878,2934,3467,889,1423,2945,3602,2316,2384,1904,2000,19202,44008,70564,1536,9349,49113,42001,1979,77075
G4400050,2020,RHODE ISLAND,Newport County,85442,313.628,5102,5831,79611,35786,1015,1892,31445,1434,47306,42081,2906,2319,26115,96319,58280,6373,73700,3396,1168,288,223,1707,4960,69,15,530,652,2450,1897,635,948,405,281,1890,2072,3327,3606,2587,2597,383,494,1142,1839,2185,2553,2818,2510,8177,24349,36061,674,4996,29486,15722,940,39294
G4400070,2020,RHODE ISLAND,Providence County,657984,435.684,161019,129593,528391,253635,14099,19240,206966,13330,352137,329536,22083,518,188862,72579,38191,85858,428472,58807,27554,2816,445,68921,70969,2876,1496,11487,10883,12458,14751,5434,7111,6783,5749,13123,16631,13835,14823,9141,9514,3876,5558,6152,7717,7390,5790,6091,6594,58108,228931,220607,9109,31272,165012,102551,5104,385317
G4400090,2020,RHODE ISLAND,Washington County,129998,562.779,4635,5958,124040,51426,1478,2420,45582,1946,71086,66218,4171,697,41357,99510,50008,9753,118400,1457,2749,468,28,1342,5554,236,313,1786,1215,1727,2144,1062,1060,904,534,2936,3299,4583,5196,3840,3948,625,513,1709,2702,3243,3121,3608,3442,11447,39185,56524,802,5837,44549,29818,1693,53938
G4500010,2020,SOUTH CAROLINA,Abbeville County,24368,511.739,441,636,23732,9620,615,923,7411,671,10409,10114,295,0,9601,49759,31443,3752,16915,6372,58,28,0,155,840,58,176,217,147,373,418,41,41,403,291,505,607,170,371,127,226,268,365,226,479,461,246,162,160,2092,6027,9900,695,1617,4101,8215,117,11935
G4500030,2020,SOUTH CAROLINA,Aiken County,169865,1080.164,10466,6011,163854,67904,3376,5243,55345,3940,79692,74124,4872,696,57751,63212,34786,23653,114221,42219,1727,208,12,1692,9786,1108,466,2339,2400,2422,2862,535,904,1584,1624,4247,4710,3517,4056,1855,2769,798,1261,2781,4236,3206,2669,2851,1823,16612,39186,70744,3457,10021,32275,51589,1321,84680
G4500050,2020,SOUTH CAROLINA,Allendale County,8073,412.415,300,80,7993,3220,449,583,1911,277,3046,2635,410,1,3694,37096,19654,1955,1834,5804,124,13,2,161,135,70,43,112,173,12,13,61,15,98,93,235,165,83,95,20,133,124,248,85,115,15,66,9,13,726,2921,2133,429,645,2718,835,40,4480
G4500070,2020,SOUTH CAROLINA,Anderson County,204592,755.759,8570,7269,197323,80301,3245,7791,64883,4382,98585,92914,5387,284,65011,62347,33714,28770,159828,30574,2044,423,36,2832,8855,994,869,2450,2706,2119,3222,693,1167,2663,2380,4769,5393,4221,4445,2367,3052,1428,2452,3116,3469,2583,1833,1617,2056,17928,45440,87199,4260,11760,27169,67565,1359,108499
G4500090,2020,SOUTH CAROLINA,Bamberg County,13311,395.56,219,508,12803,4610,506,627,3035,442,5708,5043,622,43,5410,43920,21991,2785,4971,8062,13,15,0,78,172,219,69,93,121,3,60,6,111,365,162,175,338,75,244,111,134,256,337,110,401,84,128,85,141,989,4767,4022,349,1120,4010,2417,55,6829
G4500110,2020,SOUTH CAROLINA,Barnwell County,20653,557.26,580,521,20132,8342,673,896,5709,1064,9359,8808,551,0,7047,42470,25640,5116,10652,9137,55,21,0,331,457,35,88,220,122,202,91,94,59,235,288,401,406,107,425,95,137,166,313,224,282,195,80,52,75,1895,5800,6787,441,1715,4720,5492,109,10332
G4500130,2020,SOUTH CAROLINA,Beaufort County,189071,923.476,21259,14159,174912,76113,1967,4490,66579,3077,88456,79528,2534,6394,71330,81260,48132,19003,134379,30700,2128,346,62,10094,11362,467,500,2907,2163,1746,2538,457,1275,1167,966,4130,4767,5119,6181,3051,4426,664,927,3584,6104,7918,7289,7439,5960,14157,43201,91824,1998,10070,43419,53194,1222,91236
G4500150,2020,SOUTH CAROLINA,Berkeley County,231419,1233.876,16866,12612,218807,86958,2467,5162,75563,3766,119783,108726,4264,6793,62904,77874,37563,24818,148806,54006,5473,811,201,7554,14568,942,1242,4006,4429,3782,4288,1210,1746,1979,2235,5845,6255,4812,4748,2160,3375,1028,1712,3099,3911,2344,2379,1932,1915,21234,58220,92981,4540,9137,45223,57397,1838,126961
G4500170,2020,SOUTH CAROLINA,Calhoun County,14145,392.483,590,291,13854,5951,367,473,4515,596,6674,6185,489,0,5266,55550,30898,2594,7890,5504,15,45,61,257,373,55,12,85,207,132,88,67,48,154,138,341,415,186,321,45,130,79,190,254,293,101,191,113,156,1176,3411,5997,399,1029,3905,4305,81,5854
G4500190,2020,SOUTH CAROLINA,Charleston County,409840,1357.982,22152,23873,385967,171795,4263,12555,145363,9614,222812,211159,8108,3545,115726,78795,51480,48952,274328,101583,7215,1198,392,9770,15354,1812,1133,6083,5084,11275,12917,3784,6512,3157,2458,8479,9221,12434,15094,8465,9368,1663,2551,5089,7634,8233,8216,7320,6429,36146,122981,158308,6418,19015,121485,93297,4075,190983
G4500210,2020,SOUTH CAROLINA,Cherokee County,56200,397.476,2765,1441,54759,21288,1213,2484,15694,1897,25818,24212,1525,81,19042,47011,26706,9921,40494,11055,104,90,0,1600,2857,516,412,925,618,414,438,111,226,690,655,1487,1715,669,901,471,629,482,710,768,699,474,294,259,401,4666,16294,19827,1015,3833,6983,18043,244,30930
G4500230,2020,SOUTH CAROLINA,Chester County,32171,586.16,758,428,31743,12890,871,1732,9558,729,14689,13708,900,81,11389,50022,26349,6053,19146,11604,147,99,0,132,1043,184,196,341,639,146,219,0,21,637,490,711,931,325,316,167,327,352,446,538,506,285,151,139,153,2972,8143,12185,803,2256,6941,8660,156,16414
G4500250,2020,SOUTH CAROLINA,Chesterfield County,43536,805.648,2123,1305,42231,17116,1043,2186,12493,1394,19917,18142,1728,47,15142,46326,26435,8738,26955,13402,146,159,0,653,2221,206,63,468,711,333,295,77,97,1127,601,649,1432,268,507,235,495,516,736,739,662,303,411,159,262,3846,11393,15695,1519,3158,7431,11297,148,24660
G4500270,2020,SOUTH CAROLINA,Clarendon County,31163,695.658,1049,575,30588,11684,1063,1417,8225,979,12393,11104,1248,41,13668,48677,26290,5827,15470,14202,242,41,0,442,766,381,209,362,598,54,336,77,70,768,541,728,980,370,527,92,124,488,511,587,701,349,430,301,302,2515,9535,11047,732,2591,8250,8361,122,14430
G4500290,2020,SOUTH CAROLINA,Colleton County,38561,1133.281,1476,1078,37483,15656,848,1791,11992,1025,17219,15659,1468,92,13685,46795,26253,6259,22245,13432,204,245,0,815,1620,357,156,515,710,97,366,45,96,624,504,777,849,506,760,170,345,341,339,798,578,300,392,267,298,4327,10178,13346,1011,2533,8602,10440,241,19278
G4500310,2020,SOUTH CAROLINA,Darlington County,63025,566.249,1493,1226,61799,25022,1606,3796,17953,1667,28207,26305,1839,63,22538,44317,28821,12494,34609,25847,302,109,14,587,1557,283,439,878,858,732,608,169,312,1115,522,1265,1390,910,1130,357,891,561,822,1100,1426,528,537,236,378,6031,18904,20787,1311,4608,15220,16832,365,30608
G4500330,2020,SOUTH CAROLINA,Dillon County,28255,406.818,889,423,27832,10433,886,1111,7093,1343,12201,11296,881,24,9746,42454,21736,8819,12929,13101,13,680,0,615,917,240,147,213,542,87,62,120,109,702,472,473,630,316,334,29,217,375,511,213,439,142,138,192,139,1743,9934,8422,608,1621,6436,6582,83,15154
G4500350,2020,SOUTH CAROLINA,Dorchester County,162139,571.181,9906,8797,153342,59731,1647,3539,52216,2329,83400,77519,4498,1383,44640,73686,36543,19665,104519,41248,3225,474,275,4007,8391,572,593,2880,2713,1857,2794,447,997,1274,1220,5773,5368,4104,4062,1800,2382,660,972,2037,2990,2152,1793,1350,1283,12439,40905,67381,2594,6766,33824,41913,1541,84861
G4500370,2020,SOUTH CAROLINA,Edgefield County,26181,507.001,1800,1297,24884,9403,573,997,7190,643,11939,11160,742,37,10274,60033,31232,4074,15775,8512,68,67,41,440,1278,396,11,325,444,215,205,31,188,618,179,656,636,432,571,158,313,304,217,351,473,244,237,232,329,2205,8194,10206,526,1398,4953,8184,167,12877
G4500390,2020,SOUTH CAROLINA,Fairfield County,20942,709.878,551,207,20735,8795,604,1135,6373,683,9945,9232,687,26,7630,44521,29269,3866,8088,11714,77,3,0,47,1013,159,78,236,451,91,154,0,130,309,391,595,636,297,261,72,234,327,306,325,452,172,166,203,113,1545,6448,7346,573,1855,7382,4625,129,8806
G4500410,2020,SOUTH CAROLINA,Florence County,137015,804.273,4022,3594,133421,52244,2601,5232,39662,4749,63407,60040,2844,523,45296,56088,30733,23845,70072,58677,2067,287,25,2169,3718,739,495,1545,2338,1387,2192,643,639,2117,1367,2558,4407,1884,3036,1434,1590,1184,1607,1500,2031,1311,1351,834,1035,11416,39713,48570,3153,7758,31153,32615,742,72505
G4500430,2020,SOUTH CAROLINA,Georgetown County,63594,1034.828,2058,1950,61644,26029,1222,2352,20901,1554,27451,26060,1380,11,26260,59782,39403,10078,41926,18795,293,99,0,1141,1340,183,194,650,1141,466,533,89,125,691,471,1523,1922,1750,1879,679,1047,414,670,1653,2085,2010,1449,1592,1594,6516,15335,27152,1109,4544,15822,20487,359,26926
G4500450,2020,SOUTH CAROLINA,Greenville County,528251,795.572,52135,45138,483113,210349,7141,13549,179933,9726,273951,262211,11349,391,147959,71328,40427,56304,368154,90975,13333,2134,292,20472,32891,2410,1704,6456,7258,10604,11602,3925,5765,5358,3816,13164,12608,15362,16994,8788,9588,2348,3714,6993,9500,8797,7903,7105,5018,45597,135220,214616,8039,24744,103030,150021,5104,270096
G4500470,2020,SOUTH CAROLINA,Greenwood County,69309,463.81,4520,2122,67187,27640,1961,3276,20477,1926,31137,29395,1696,46,24392,47553,30237,11498,43025,21989,471,53,0,1118,2653,384,209,520,929,500,925,194,317,1193,637,1145,1833,998,1340,613,947,286,685,819,1461,1374,1133,719,582,5956,20917,23221,1693,4591,12145,19431,430,37303
G4500490,2020,SOUTH CAROLINA,Hampton County,18890,562.703,929,691,18199,7084,453,907,5163,561,8183,7271,875,37,7216,40157,22727,3613,7591,9959,146,4,0,838,352,172,115,169,328,49,65,0,36,307,192,418,518,232,107,133,203,141,310,261,233,163,108,58,56,1323,6228,6486,384,1315,5323,3906,76,9585
G4500510,2020,SOUTH CAROLINA,Horry County,356578,1254.72,22350,23007,333571,142383,5210,11622,118156,7395,163980,154728,9112,140,138200,59880,34147,45882,282022,44046,4662,1174,29,7060,17585,1479,1556,4244,4474,3306,3693,816,1782,2842,2507,9961,11949,7656,8819,3794,4678,2154,2577,10649,11847,7956,5989,4424,4286,37848,89917,149446,6903,21892,59180,118821,1743,176834
G4500530,2020,SOUTH CAROLINA,Jasper County,29444,701.578,4153,2917,26527,11795,610,760,9252,1173,13021,12154,813,54,11321,60452,31228,5064,14314,10993,177,68,0,1928,1964,279,73,222,412,485,487,36,30,332,270,613,877,398,617,193,336,154,218,379,590,724,694,408,291,2919,8018,11592,756,1472,7185,7078,131,15050
G4500550,2020,SOUTH CAROLINA,Kershaw County,65779,740.257,3392,1884,63895,25239,1089,2264,20108,1778,30914,28928,1428,558,21561,61343,30310,9446,45165,15058,294,63,88,2184,2927,312,313,1109,1402,411,740,272,328,672,597,1821,2021,884,1166,496,883,380,680,1075,1215,735,782,459,458,5154,14956,28391,1269,3604,12699,20471,459,32150
G4500570,2020,SOUTH CAROLINA,Lancaster County,97611,555.046,6103,5852,91759,37893,1692,3363,31444,1394,45909,43504,2278,127,33295,72186,39172,11546,70124,19252,1904,153,0,2106,4072,287,380,1199,1351,1228,1337,454,505,1053,923,1936,2460,2108,2272,786,1861,510,839,2149,2093,1915,1661,1565,924,7614,21186,43732,1352,6197,18937,30312,619,47743
G4500590,2020,SOUTH CAROLINA,Laurens County,67456,722.93,3776,2281,65175,25757,1533,2707,19621,1896,30937,29264,1610,63,23334,52077,27221,12281,46271,15564,404,54,59,2087,3017,448,503,555,861,556,515,69,99,1122,1047,1513,1758,1039,1077,422,725,661,717,1043,1006,747,641,526,636,5720,17535,25716,1745,4573,10159,20004,325,36968
G4500610,2020,SOUTH CAROLINA,Lee County,16557,411.231,428,361,16196,6212,554,901,4231,526,6191,5624,567,0,7560,39099,21054,4247,5569,10410,14,1,0,188,375,293,0,120,249,155,129,28,111,288,379,288,460,101,215,46,187,185,187,254,323,153,161,68,108,1345,5854,4889,704,1217,5329,3008,94,8126
G4500630,2020,SOUTH CAROLINA,Lexington County,295934,757.618,19189,15804,280130,118673,3317,8503,101125,5728,151720,144281,6622,817,84249,71280,37209,33967,222068,44550,6127,736,202,6118,16133,1363,878,4264,4673,3906,5572,1428,2532,2466,1448,8103,8659,8007,8552,4199,5168,1608,2074,4539,5622,4064,3497,3123,2640,26476,70311,123970,5547,14217,49301,92817,2450,151366
G4500670,2020,SOUTH CAROLINA,Marion County,29212,494.164,956,482,28730,11256,976,1612,7196,1472,11603,10801,788,14,11863,35972,21952,7925,11164,16451,65,233,0,908,391,234,70,189,453,55,98,0,36,324,208,222,672,418,435,124,505,401,565,165,490,184,320,122,127,2403,10882,7380,928,2177,8872,5711,121,14508
G4500690,2020,SOUTH CAROLINA,Marlboro County,26585,485.466,917,539,26046,9463,843,1540,5870,1210,9689,8922,755,12,12326,34275,20703,6733,10416,13133,81,966,0,578,1411,431,67,437,226,160,146,0,67,768,282,559,630,147,161,44,116,279,399,300,201,126,124,106,85,1926,9966,7126,1181,2021,6290,5044,112,15139
G4500650,2020,SOUTH CAROLINA,McCormick County,9612,393.604,60,130,9482,3947,245,358,3028,316,3487,3263,224,0,5227,55569,32017,1435,5071,4177,22,0,11,81,250,84,0,31,161,13,149,5,0,123,116,190,290,98,147,106,71,179,97,247,308,439,226,206,131,654,2436,4365,281,1034,2687,2958,52,3915
G4500710,2020,SOUTH CAROLINA,Newberry County,37918,647.283,3083,1915,36003,15027,806,1555,11901,765,17702,16966,690,46,13018,56706,32251,5699,23411,11420,83,101,0,1631,1272,132,145,620,572,203,270,91,99,666,275,852,870,590,1043,708,457,553,368,649,702,337,379,376,332,3206,9589,15645,777,1975,6958,11443,230,19287
G4500730,2020,SOUTH CAROLINA,Oconee County,78775,673.559,4586,2862,75913,33240,1954,3358,26163,1765,34101,32079,1987,35,31385,56710,35315,12239,67134,5312,625,65,12,1721,3906,322,211,1169,1140,811,1026,217,311,1278,1067,1705,1974,1957,1837,1169,1240,365,987,1523,1468,1624,1336,1437,1263,7040,17841,35636,1371,4534,10414,29698,556,38107
