gisjoin,year,state,county,population,area,hispanic,nativity_foreign_born,nativity_native,households,income_10k_to_15k,income_15k_to_25k,income_25k_plus,income_less_than_10k,labor_16_plus_in_force,labor_16_plus_employed,labor_16_plus_unemployed,labor_16_plus_armed_forces,labor_16_plus_not_in_force,median_household_income,per_capita_income,poverty,white_male,white_female,black_male,black_female,asian_male,asian_female,aian_male,aian_female,nhpi_male,nhpi_female,other_male,other_female,multi_male,multi_female,age_low_edu_low,age_low_edu_mid,age_low_edu_high,age_low_edu_very_high,age_mid_edu_low,age_mid_edu_mid,age_mid_edu_high,age_mid_edu_very_high,age_high_edu_low,age_high_edu_mid,age_high_edu_high,age_high_edu_very_high,marital_divorced,marital_single,marital_married,marital_separated,marital_widowed,democrat_voter,republican_voter,other_voter,non_voter
G4802350,2016,TEXAS,Irion County,1524,1051.607,374,59,1465,634,52,38,497,47,703,642,45,16,495,54706,31449,226,661,598,40,14,0,0,0,0,0,0,130,69,5,7,0,66,0,0,37,115,50,33,4,80,41,17,87,286,749,0,99,90,660,16,758
G4802370,2016,TEXAS,Jack County,8842,920.122,1465,523,8319,3160,143,423,2382,212,3359,3251,108,0,3850,51700,25626,1160,4482,3744,382,41,3,9,13,10,0,0,40,38,67,13,175,217,118,40,239,474,165,94,218,311,82,101,756,2052,3976,142,397,314,2973,63,5492
G4802390,2016,TEXAS,Jackson County,14820,856.867,4873,1375,13445,5237,173,504,4152,408,6860,6580,280,0,4541,60276,26329,2011,6348,6422,403,580,53,81,0,0,8,0,300,327,114,184,169,382,201,49,202,1254,423,74,228,617,211,146,1115,2917,6488,208,897,904,4266,132,9518
G4802410,2016,TEXAS,Jasper County,35504,969.693,2360,948,34556,12583,882,1818,9107,776,14335,13109,1226,0,13620,46088,25004,5751,13694,13968,2809,3040,47,125,31,78,0,51,639,455,281,286,383,583,282,136,1122,2349,693,416,802,1129,459,521,4001,6950,14157,673,2583,2590,10609,220,22085
G4802430,2016,TEXAS,Jeff Davis County,2234,2264.625,727,333,1901,1050,56,137,797,60,928,879,49,0,956,53194,26053,142,1041,1075,8,10,26,25,9,0,0,0,14,10,16,0,32,52,11,0,45,192,114,104,35,135,117,201,284,346,1159,29,87,422,695,74,1043
G4802450,2016,TEXAS,Jefferson County,255210,1112.646,51461,30773,224437,94002,5294,11196,68463,9049,112509,105903,6451,155,88391,48463,26205,43850,77388,71363,42792,43559,4788,4673,553,268,47,67,3041,2237,2051,2383,3237,9449,5964,1841,4779,16301,7913,3827,3545,7714,4462,2968,24527,71052,90746,4895,12839,42443,42862,2313,167592
G4802470,2016,TEXAS,Jim Hogg County,5282,1136.204,4890,209,5073,1710,197,336,1004,173,1988,1759,229,0,1821,32049,17798,1431,2504,2718,4,0,0,0,2,0,0,0,20,6,20,8,46,162,59,0,219,186,121,82,42,155,37,33,425,1526,1683,111,245,1635,430,54,3163
G4802490,2016,TEXAS,Jim Wells County,41192,868.54,33060,2469,38723,13043,841,1850,8776,1576,17082,16190,892,0,13712,42005,21274,9336,19356,19992,191,75,26,231,22,33,0,63,462,489,121,131,671,1201,610,93,1271,1555,883,359,873,963,484,193,3113,10748,14352,821,2489,6694,5420,265,28813
G4802510,2016,TEXAS,Johnson County,163475,734.45,34048,7880,155595,56433,1917,4668,47604,2244,78366,74845,3360,161,47419,62066,27667,16991,73693,74912,2627,2421,686,806,595,263,229,383,1737,1442,2001,1680,1907,5423,2688,745,3413,10577,5068,2195,2389,5630,2984,1386,15125,30683,72643,2683,7186,10988,44382,2236,105869
G4802530,2016,TEXAS,Jones County,19891,937.133,5447,709,19182,5593,389,538,4283,383,5094,4877,199,18,11738,45694,17673,1802,6965,6470,2741,203,74,4,150,3,0,0,1649,314,928,390,874,697,296,31,732,1113,543,131,310,861,281,111,2041,5790,7559,741,884,936,4819,205,13931
G4802550,2016,TEXAS,Karnes County,15387,753.544,8304,1218,14169,4246,257,423,3177,389,5625,5382,243,0,6842,52252,26875,2348,6349,4824,1114,116,10,4,17,15,0,0,1319,1232,324,63,644,463,302,52,341,660,419,141,148,309,279,108,1286,4918,5311,320,820,1145,2965,88,11189
G4802570,2016,TEXAS,Kaufman County,118910,807.616,24531,9833,109077,37364,1531,2857,31126,1850,59143,55103,3987,53,30234,65390,27411,15272,48025,49491,6164,6742,537,873,192,331,16,62,1888,1553,1538,1498,1315,3638,2799,560,2728,7285,3399,2151,1510,3062,1461,1175,10323,25855,48279,2136,5041,10278,29587,1400,77645
G4802590,2016,TEXAS,Kendall County,41982,663.029,9894,2479,39503,14159,307,639,12686,527,20394,19498,879,17,12910,82390,43241,2178,18308,19578,165,158,125,244,167,98,0,25,796,675,854,789,54,938,1198,234,421,2567,3266,1827,231,1972,1987,1146,3822,8236,19589,540,1934,3643,15700,777,21862
G4802630,2016,TEXAS,Kent County,749,902.914,122,18,731,318,43,32,231,12,321,309,12,0,286,45926,29503,77,286,377,5,3,0,0,4,10,0,0,26,32,6,0,0,13,8,5,37,37,25,19,38,49,19,9,76,116,318,8,111,59,360,15,315
G4802650,2016,TEXAS,Kerr County,51365,1107.278,13702,3574,47791,20766,814,2202,16758,992,23116,21870,1234,12,19434,52473,30498,6601,21999,23907,474,315,189,292,193,227,5,27,1330,1274,696,437,530,1238,792,328,1035,3911,2102,934,584,3980,2674,1729,5916,10099,22617,702,3866,4681,17727,889,28068
G4802670,2016,TEXAS,Kimble County,4408,1251.17,1114,261,4147,1948,114,208,1479,147,2192,2124,68,0,1457,42500,28899,928,1938,1991,1,0,0,0,32,4,5,0,130,170,48,89,18,31,42,72,115,402,131,80,123,312,170,155,586,629,2183,29,305,206,1697,49,2456
G4802690,2016,TEXAS,King County,228,913.339,38,9,219,91,3,0,88,0,132,122,10,0,39,65125,31564,20,116,110,0,0,0,0,0,0,0,0,2,0,0,0,0,7,5,7,0,18,8,0,8,5,4,0,35,20,96,2,23,5,149,5,69
G4802710,2016,TEXAS,Kinney County,3675,1365.116,2297,638,3037,1170,82,305,699,84,1318,1213,87,18,1726,31468,20323,640,2243,1312,0,3,0,0,7,0,0,0,39,70,1,0,95,277,0,0,93,144,120,32,113,137,66,9,422,914,1312,127,378,458,936,36,2245
G4802730,2016,TEXAS,Kleberg County,31425,1090.198,22849,1874,29551,10946,669,1436,7194,1647,15024,13211,1325,488,9714,42021,21986,7727,13895,13665,553,472,369,326,35,37,0,0,788,508,412,365,313,1231,1045,207,890,1033,964,541,474,768,497,306,1956,10985,9829,692,1531,4716,4367,429,21913
G4802750,2016,TEXAS,Knox County,3733,855.477,1269,268,3465,1330,55,181,979,115,1538,1454,84,0,1300,46146,21796,526,1603,1572,89,153,1,4,10,20,0,0,112,81,38,50,26,106,58,13,107,163,164,27,75,147,81,76,258,666,1571,65,306,247,1078,42,2366
G4802830,2016,TEXAS,La Salle County,7409,1494.228,6104,622,6787,2216,249,227,1588,152,2947,2822,125,0,3101,51792,25129,786,3262,2501,94,8,12,0,0,0,0,0,840,402,200,90,492,128,180,37,133,166,180,46,100,187,80,109,497,2136,2924,118,407,1129,872,58,5350
G4802770,2016,TEXAS,Lamar County,49532,933.099,3804,2089,47443,19313,1202,2209,13755,2147,22510,21218,1263,29,16541,43562,23833,8685,19569,20687,2769,3393,195,234,99,108,129,4,208,101,948,1088,765,1684,580,224,1100,3281,1628,640,997,2245,1167,625,5503,9491,20775,909,3117,3583,14561,467,30921
G4802790,2016,TEXAS,Lamb County,13262,1017.711,7325,1374,11888,4754,485,542,3393,334,5818,5647,171,0,4107,43396,21506,3064,5843,5820,309,349,31,47,14,21,0,0,297,206,216,109,302,355,226,94,334,634,399,124,136,312,170,100,1236,2935,4904,253,834,771,3111,113,9267
G4802810,2016,TEXAS,Lampasas County,20640,713.932,4025,872,19768,7738,229,605,6273,631,9649,8776,679,194,6911,58194,28158,2300,8939,9288,443,460,113,110,25,27,56,32,317,94,294,442,156,644,299,69,340,1638,827,466,250,914,509,383,1915,3417,10079,366,1103,1483,6385,337,12435
G4802850,2016,TEXAS,Lavaca County,19941,970.431,3694,921,19020,7756,627,775,6009,345,9273,8969,304,0,6453,53021,31670,2271,7660,7994,561,729,29,42,46,3,0,5,1079,1215,309,269,140,411,308,98,287,974,656,220,625,944,453,174,1360,3820,9180,209,1390,1170,7347,144,11280
G4802870,2016,TEXAS,Lee County,16952,634.097,3970,1387,15565,6104,445,598,4685,376,8253,8019,234,0,5459,55000,25876,2335,6591,6902,1097,806,76,106,0,0,0,0,726,488,68,92,135,405,234,17,359,1294,432,186,317,673,298,182,1560,3832,7376,166,998,1372,4997,166,10417
G4802890,2016,TEXAS,Leon County,17098,1080.614,2457,1049,16049,6249,367,789,4744,349,6935,6463,472,0,6739,44818,32130,2824,7627,7557,630,599,49,87,45,44,18,34,159,103,74,72,150,296,157,32,482,1104,548,142,501,677,511,355,2025,2923,7314,332,1247,909,6391,139,9659
G4802910,2016,TEXAS,Liberty County,81862,1176.341,19098,6464,75398,26203,1546,3015,19982,1660,32245,30006,2239,0,30991,49850,22757,11047,32793,33435,3721,4377,196,304,301,93,0,13,2884,2630,544,571,1656,3036,892,191,2669,5027,1265,520,1486,2223,663,465,7468,18593,31952,2304,4114,4862,18892,513,57595
G4802930,2016,TEXAS,Limestone County,23515,933.16,5101,2409,21106,8169,530,1097,5878,664,9784,8902,882,0,8940,42680,21822,4670,9237,8647,2053,2119,98,79,164,215,26,37,373,246,105,116,246,915,173,78,743,1576,734,138,476,975,474,380,2304,5812,9046,444,1498,1778,5796,165,15776
G4802950,2016,TEXAS,Lipscomb County,3469,932.288,1051,409,3060,1256,101,80,1018,57,1736,1630,106,0,918,57372,28491,386,1592,1361,8,10,0,34,28,41,0,0,133,118,79,65,50,142,74,21,69,155,127,37,57,127,78,30,299,655,1489,47,203,135,1159,38,2137
G4802970,2016,TEXAS,Live Oak County,12123,1078.873,4782,822,11301,3675,305,381,2838,151,4539,4437,102,0,5357,55766,24244,1735,5806,5435,339,9,84,33,22,0,0,0,241,4,142,8,253,365,142,87,286,830,184,180,354,555,244,110,1183,3055,4696,320,868,742,3464,96,7821
G4802990,2016,TEXAS,Llano County,20640,965.852,2113,850,19790,8491,461,844,6703,483,8400,7748,633,19,9607,52178,35822,2376,9287,9983,24,6,22,60,114,69,0,0,229,154,462,230,430,298,93,32,576,1555,1069,404,427,2131,1666,712,2537,2994,10275,421,1920,1825,8299,323,10193
G4803030,2016,TEXAS,Lubbock County,301454,900.696,105514,17982,283472,112185,5492,12064,84410,10219,154323,147651,6443,229,81971,50473,27089,54723,119578,125046,11023,10931,3275,3303,1615,1678,81,105,8501,8109,4558,3651,2799,12243,9442,4379,5682,14364,10691,6275,3030,7975,5670,4091,27022,91269,104889,5316,12002,28023,65651,5339,202441
G4803050,2016,TEXAS,Lynn County,5808,893.473,2751,326,5482,2133,184,283,1482,184,2559,2342,215,2,1872,43524,25279,1090,2441,2503,54,32,26,17,19,18,4,0,222,148,211,113,63,236,83,20,244,239,171,78,125,217,140,34,370,1091,2541,143,356,403,1546,60,3799
G4803130,2016,TEXAS,Madison County,14128,472.431,3230,1340,12788,4201,265,530,3130,276,4542,4402,140,0,6842,49428,17856,1463,5696,4680,1538,582,148,293,9,27,26,0,284,231,426,188,348,661,215,31,271,776,425,142,266,447,212,146,1348,3929,5209,229,839,881,3351,57,9839
G4803150,2016,TEXAS,Marion County,10083,420.32,406,186,9897,4459,398,689,2904,468,4078,3612,449,17,4371,37283,27052,2061,3660,3704,1045,1316,0,0,32,11,19,19,124,60,35,58,80,205,30,9,522,640,339,124,319,594,266,138,971,1777,4863,101,846,1165,2983,90,5845
G4803170,2016,TEXAS,Martin County,5614,915.697,2574,388,5226,1626,50,142,1362,72,2595,2527,68,0,1433,69722,29225,595,2347,2305,38,10,4,0,68,26,2,7,462,311,13,21,125,100,188,14,193,318,76,70,75,149,73,41,405,1167,2216,87,259,266,1455,41,3852
G4803190,2016,TEXAS,Mason County,4161,932.209,978,413,3748,1667,133,158,1210,166,2242,2115,127,0,1265,40708,25602,602,1813,1819,1,0,32,60,81,9,0,0,56,30,163,97,3,46,55,14,73,382,111,70,27,308,239,74,409,985,1744,101,288,354,1656,47,2104
G4803210,2016,TEXAS,Matagorda County,36743,1612.505,15441,4072,32671,13636,906,1448,9672,1610,16914,15709,1181,24,11527,45500,24376,7293,13518,13264,1702,1893,286,424,82,59,38,15,2244,2220,449,549,597,1013,794,158,772,2474,842,555,418,1136,781,368,3150,7579,15067,804,2244,3500,8366,330,24547
G4803230,2016,TEXAS,Maverick County,57970,1291.772,55206,17857,40113,16307,1607,2630,10355,1715,24337,21520,2817,0,17436,38035,16891,15467,26570,27176,220,92,159,110,305,400,0,32,1242,1344,240,80,771,2091,1124,180,1786,1984,914,391,835,353,140,276,3018,14149,21492,1793,2278,10397,2816,375,44382
G4803070,2016,TEXAS,McCulloch County,8098,1073.428,2587,275,7823,3255,203,386,2391,275,3878,3781,97,0,2637,45329,24409,1266,3384,3384,101,47,16,0,0,2,0,0,487,288,272,117,73,319,92,9,250,517,267,67,198,430,277,203,1006,1761,3184,92,530,482,2552,69,4995
G4803090,2016,TEXAS,McLennan County,248429,1060.226,64733,21695,226734,89034,4770,10774,65418,8072,118759,113281,5282,196,74902,48199,24826,45964,95228,98187,16829,19691,1968,2083,568,542,60,50,3971,3686,2735,2831,3253,8402,5330,2206,4494,12536,8189,4675,3247,7875,4984,3187,21310,68911,91261,4141,11558,27063,48260,3752,169354
G4803110,2016,TEXAS,McMullen County,662,1156.777,332,15,647,223,14,6,187,16,280,230,50,0,227,68750,32556,85,387,265,0,0,0,0,0,4,0,0,0,6,0,0,0,31,1,0,11,16,19,0,9,36,17,14,19,122,289,18,59,40,454,5,163
G4803250,2016,TEXAS,Medina County,49334,1334.527,25470,2628,46706,15470,827,1194,12345,1104,22190,21359,799,32,16921,61059,26274,4855,22841,21886,1010,265,127,244,86,105,0,11,767,845,720,427,601,1515,771,453,1279,3259,1700,915,718,1702,848,515,4105,12049,20692,917,2177,4634,12085,527,32088
G4803270,2016,TEXAS,Menard County,2123,902.259,728,154,1969,992,86,216,609,81,1164,1128,36,0,666,40606,25067,205,839,888,15,0,0,0,20,5,0,0,156,42,87,71,4,84,14,7,35,133,63,49,56,148,98,59,299,355,1034,20,132,154,682,28,1259
G4803290,2016,TEXAS,Midland County,164194,901.995,72325,21799,142395,55980,1713,3641,48804,1822,85794,82866,2836,92,36151,78888,39179,14628,69066,69121,5425,5359,1797,1705,483,661,19,53,3730,3205,2023,1547,2737,7387,6141,1919,3410,7715,6760,2533,1269,3692,3511,1495,14301,35645,66113,2745,5942,10025,36973,2214,114982
G4803310,2016,TEXAS,Milam County,24664,1021.767,6459,1133,23531,9381,791,1228,6886,476,10367,9931,432,4,8906,47081,24015,3531,10370,10479,1084,1345,78,56,21,14,0,0,341,172,449,255,194,877,321,63,720,1244,722,226,627,970,454,229,2184,4843,10800,363,1641,2051,6364,249,16000
G4803330,2016,TEXAS,Mills County,4902,749.764,968,326,4576,1750,95,280,1197,178,1945,1903,36,6,1980,41827,24274,799,2286,2532,10,0,0,5,0,10,0,0,24,26,9,0,7,117,20,4,93,234,236,90,141,373,158,66,699,797,1991,44,429,243,1951,51,2657
G4803350,2016,TEXAS,Mitchell County,8558,915.908,3381,513,8045,2441,87,441,1865,48,2911,2743,168,0,4273,49670,20896,559,3748,3006,925,16,30,0,68,14,0,0,396,94,216,45,367,327,111,0,86,478,189,43,82,238,120,72,815,2670,3114,179,459,354,1780,62,6362
G4803370,2016,TEXAS,Montague County,19409,938.271,2111,939,18470,7995,388,868,6162,577,8711,8240,467,4,6776,51774,28457,2711,8976,9422,74,46,0,0,30,2,0,0,112,94,211,442,146,734,168,56,599,1148,606,343,417,1003,390,260,2035,2761,9464,257,1151,885,7526,193,10805
G4803390,2016,TEXAS,Montgomery County,554445,1076.876,131147,73760,480685,192823,5203,13614,166308,7698,274718,262084,12305,329,149200,77416,39618,54526,238646,240775,12822,13356,7608,8157,988,1069,27,319,7839,8058,6674,8107,5562,17495,16948,5888,9241,31582,34039,18574,5261,17537,12990,7600,43816,113105,246555,7779,21043,45835,150314,8483,349813
G4803410,2016,TEXAS,Moore County,21801,909.617,11973,5427,16374,6626,285,565,5485,291,10634,10090,522,22,5022,51527,21650,3319,8078,7835,539,334,1089,624,95,94,0,0,1342,1030,295,446,311,1038,234,33,526,862,395,273,228,464,189,187,1370,4472,8959,334,762,1098,3977,209,16517
G4803430,2016,TEXAS,Morris County,12424,258.699,1176,437,11987,5048,340,627,3697,384,5614,5135,479,0,4258,42961,23438,1999,4114,4500,1397,1551,13,4,41,34,6,0,263,210,147,144,96,475,169,56,191,791,372,238,258,740,225,150,1288,1887,5750,316,809,1425,3446,102,7451
G4803450,2016,TEXAS,Motley County,1156,989.81,224,0,1156,465,16,66,343,40,545,503,42,0,329,43750,26103,111,516,484,7,12,0,0,0,0,0,0,48,48,9,32,10,88,22,1,22,63,34,0,56,90,53,22,114,213,462,29,77,40,566,9,541
G4803470,2016,TEXAS,Nacogdoches County,65558,981.18,12565,5296,60262,23904,1567,3625,16303,2409,30535,27948,2587,0,21111,43598,22580,14631,24152,25599,5150,6527,548,650,361,226,5,2,543,457,606,732,706,2109,1399,550,1430,2953,2220,1238,803,1939,1198,1094,4985,19950,23150,1496,3079,6846,14771,1005,42936
G4803490,2016,TEXAS,Navarro County,48583,1085.931,13013,6087,42496,17397,810,2058,12988,1541,22753,20941,1812,0,14628,47920,23422,8655,17913,18511,2910,3402,201,108,440,502,251,288,1489,1363,641,564,590,1556,561,131,1261,2821,1220,980,887,1793,962,472,4246,9560,20524,788,2864,4002,11994,437,32150
G4803510,2016,TEXAS,Newton County,14057,939.724,497,220,13837,4978,315,888,3308,467,5428,4965,432,31,6271,40950,21144,2853,5478,5344,1548,1228,51,115,18,3,0,0,0,0,138,134,22,457,34,3,488,1172,221,65,365,554,176,90,1679,3286,5691,278,906,1156,4288,90,8523
G4803530,2016,TEXAS,Nolan County,14966,913.944,5527,840,14126,5469,302,845,3921,401,6565,6092,473,0,4961,44346,25820,2220,6697,6411,466,288,20,46,66,46,0,3,321,409,99,94,150,386,226,28,426,956,488,117,255,695,237,154,1448,2878,6089,284,988,1029,3552,276,10109
G4803550,2016,TEXAS,Nueces County,360486,1165.439,228462,30786,329700,128926,6943,13180,99884,8919,177352,165496,10395,1461,103638,55048,27649,57686,160113,164085,6959,6661,3270,4100,934,704,143,99,3693,3894,2908,2923,4189,15352,8749,2924,9336,20564,10885,7315,5006,9374,6344,4489,33998,95323,131702,7367,17570,49198,50766,4441,256081
G4803570,2016,TEXAS,Ochiltree County,10348,918.195,5564,2106,8242,3443,146,426,2727,144,4895,4627,268,0,2595,49928,24260,1252,4711,4430,82,59,11,8,94,103,0,0,248,245,84,273,81,416,141,30,288,427,302,70,80,217,114,49,481,2110,4432,180,408,274,2628,100,7346
G4803590,2016,TEXAS,Oldham County,2090,1501.42,353,52,2038,527,10,62,422,33,830,800,30,0,625,63315,24151,182,1000,902,90,12,2,8,2,0,0,0,0,2,51,21,3,44,33,5,66,101,67,31,30,51,71,20,152,521,775,6,72,78,850,20,1142
G4803610,2016,TEXAS,Orange County,84047,379.528,6165,2532,81515,31989,1743,2799,25501,1946,39243,37083,2140,20,26261,55700,28826,11445,36366,37191,3551,3565,594,447,140,171,0,0,332,139,647,904,771,3125,1586,303,1928,5542,2199,796,1582,2675,1352,550,9385,16222,35380,1439,4281,5735,25513,752,52047
G4803630,2016,TEXAS,Palo Pinto County,28317,985.504,5625,1998,26319,10312,643,1471,7474,724,12889,11903,986,0,9479,45979,24983,4945,12865,13189,274,354,152,65,110,84,13,24,320,360,253,254,322,724,247,70,698,1954,880,234,612,1427,774,480,3020,5612,11587,789,1828,1708,8284,278,18047
G4803650,2016,TEXAS,Panola County,23440,821.317,2013,845,22595,8827,452,1045,6598,732,10335,9846,472,17,8106,51569,26403,3623,9425,9558,1887,2136,40,17,0,29,0,0,87,80,59,122,278,899,331,49,710,1367,653,395,512,1088,263,258,2073,4652,10162,414,1524,1835,8445,136,13024
G4803670,2016,TEXAS,Parker County,129802,910.09,15562,6289,123513,44255,1051,2584,38644,1976,63590,60252,3176,162,37972,74625,34705,10627,60029,60924,1076,786,233,440,355,497,34,45,1271,1187,1450,1475,868,3912,2847,765,2163,8974,6926,3408,1712,4915,2416,1735,11416,23555,61162,1562,5644,8344,46473,2000,72985
G4803690,2016,TEXAS,Parmer County,9852,885.2,6201,2080,7772,3318,122,308,2719,169,4541,4476,61,4,2765,54184,23686,1594,4114,4114,75,32,0,25,40,36,15,9,530,396,285,181,107,244,158,11,270,385,319,121,102,204,148,89,393,2145,4280,174,442,485,1915,66,7386
G4803710,2016,TEXAS,Pecos County,15797,4764.79,10837,2161,13636,4557,235,319,3655,348,6335,6096,222,17,5973,52282,20688,1684,7404,5674,531,47,47,27,97,76,17,0,843,904,71,59,311,541,164,32,532,769,236,172,172,316,117,110,1288,4062,6079,451,624,1554,2468,163,11612
G4803730,2016,TEXAS,Polk County,47837,1109.654,7193,3082,44755,17803,1193,2036,13152,1422,19944,18582,1359,3,19271,46182,24686,7634,21346,18937,3187,1758,145,172,366,397,24,38,261,272,549,385,707,1368,392,173,1898,3218,1387,442,952,2028,1181,547,6042,9910,20003,1169,2609,4187,15176,489,27985
G4803750,2016,TEXAS,Potter County,120899,921.985,45905,19443,101456,43944,2891,5784,31630,3639,54812,52637,2119,56,35999,43157,22267,22887,47784,46631,7074,4831,3402,3104,353,294,33,82,1615,1470,2034,2192,2390,4625,1886,598,3316,6595,2617,1339,1549,3490,1462,1033,12330,28909,42019,3573,5673,7657,19630,1364,92248
G4803770,2016,TEXAS,Presidio County,7123,3855.919,5956,2912,4211,2627,364,408,1466,389,2814,2532,282,0,2582,27061,16066,2379,3324,3419,0,0,61,119,63,17,0,0,49,71,0,0,56,122,132,81,52,191,116,93,85,92,152,114,318,1497,2901,184,609,1458,652,98,4915
G4803790,2016,TEXAS,Rains County,11473,258.826,1019,387,11086,4331,138,533,3318,342,4941,4690,251,0,4461,49872,26165,1261,5329,5043,154,168,3,5,59,10,0,0,254,195,69,184,86,368,75,4,166,809,216,135,391,634,151,178,1349,1750,5443,207,809,628,3968,105,6772
G4803810,2016,TEXAS,Randall County,132475,922.424,27678,6981,125494,49187,1325,3516,42392,1954,72770,70272,2366,132,31055,67397,33814,11236,57594,60908,2082,1821,1029,1133,317,253,38,35,1724,1208,2299,2034,1129,6518,4280,1330,1554,8264,6688,3193,1597,4835,4059,2384,12556,29580,56079,1628,6065,8367,43462,2476,78170
G4803830,2016,TEXAS,Reagan County,3752,1176.001,2652,755,2997,1147,21,98,956,72,1762,1685,77,0,969,70478,25397,549,814,724,13,14,0,0,0,0,0,0,1100,1039,24,24,48,170,71,0,135,186,72,25,20,95,0,43,244,879,1516,30,108,167,709,28,2848
G4803850,2016,TEXAS,Real County,3389,700.061,672,100,3289,1227,83,216,759,169,1307,1292,15,0,1518,34813,21109,751,1400,1955,4,1,2,0,0,0,0,0,20,6,0,1,37,62,26,2,48,227,201,46,77,326,106,90,497,721,1141,32,456,262,1382,37,1708
G4803870,2016,TEXAS,Red River County,12275,1056.731,902,280,11995,5048,424,660,3442,522,5327,4910,417,0,4867,37955,21666,2214,4754,4958,952,1128,2,4,14,25,0,0,125,22,139,152,109,372,71,14,298,707,243,108,328,736,303,88,1400,2581,4932,288,1098,1149,3926,86,7114
G4803890,2016,TEXAS,Reeves County,15125,2642.058,11352,3089,12036,3713,166,329,2850,368,6125,5681,444,0,5983,58384,20876,1482,6878,5035,349,143,101,127,9,17,13,0,1265,1057,74,57,556,551,145,15,641,844,242,131,222,232,45,95,994,4010,5971,597,724,1659,1417,108,11941
G4803910,2016,TEXAS,Refugio County,7236,818.237,3631,166,7070,2577,245,254,1889,189,3103,2809,294,0,2598,48112,23810,1300,2789,2984,209,219,10,4,10,8,0,0,296,272,272,163,102,228,55,19,201,342,145,65,138,358,130,79,614,1654,2741,245,573,1034,1830,84,4288
G4803930,2016,TEXAS,Roberts County,885,924.187,123,27,858,311,3,26,273,9,372,367,5,0,319,73854,31632,106,386,458,0,0,0,8,0,0,0,0,0,5,15,13,0,24,24,17,19,57,36,4,16,67,43,10,64,173,426,12,19,20,524,10,331
G4803950,2016,TEXAS,Robertson County,16890,865.35,3481,1029,15861,6358,357,647,4867,487,7910,7401,506,3,5316,54201,25465,2094,6474,6460,1505,1771,33,19,41,35,15,7,114,104,114,198,158,491,266,24,338,1194,524,260,425,702,341,178,1476,3449,7012,470,1103,2203,4668,164,9855
